sec	kind	item	dec	rt	fn	d1	d2	desc	group	tbl	pdf	doc	md
16	C	&23	35			0–127(MSB)	0–127(LSB) ; <Data3…0> = ; char1…0	Rename the Set List by index. <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB) <Data3…0> = New name.	Getting General Information of the Songfile in Memory	28	44	40	2146
16	R	&10	16			0–127(MSB)	0–127(LSB)	The number of Songfiles in memory is returned, where number = LSB+128×MSB		29	44	40	2154
16	R	&11	17			char1	…0	The name of the requested Songfile is returned as a character string.		29	44	40	2137
16	R	&13	19			0–127(MSB)	0–127(LSB)	Current Songfiles Index, where: <Data1>=MSB; <Data2>=LSB. (index = LSB+128×MSB)		29	44	40	2139
16	R	&14	20			char1	…0	Current Songfile’s name: <Data1…0> = Name		29	44	40	2140
16	R	&20	32			0–127(MSB)	0–127(LSB)	The number of Set Lists in memory is returned, where number = LSB+128×MSB		29	44	40	2160
16	R	&21	33			char1	…0	The name of the requested Set List is returned as a character string.		29	44	40	2142
20	C	&01	1			64–107b	N/A	“Key Hold”: hold down panel key: <Data1> = keycode.		30	45	41	2176
20	C	&02	2			64–107b	N/A	“Key Release”: release panel key: <Data1> = keycode.		30	45	41	2177
20	C	&03	3			0, 1	1–8	“Data Wheel”. Move the data wheel forwards or backwards a certain amount, where: <Data1>=direction (0=forwards, 1=backwards), <Data2>=number of clicks to move wheel.		30	45	41	2178
20	C	&04	4			0–127	N/A	ASCII keyboard data: <Data1> = ASCII value.		30	45	41	2181

#FOOTNOTES	tbl	letter: text
#FN	5	a: Note that if synchronisation is enabled and the current muti, program or sample is changed by SysEx on a different port which also has synchronisation enabled, the currently selected item on the current port will also change because the item displayed on the LCD will have changed. To avoid this situation, synchronisation should be turned off, and enabled only when required.
#FN	5	b: Some SysEx messages may require substantial time to execute. This can result in large delays between an OK and a DONE (or REPLY/ ERROR) message which the host could interpret as “samper not responding”. To avoid this, if the Still Alive monitor is enabled, a NULL message (<&F0><&F7>) will be transmitted to the host approximately every second, whilst the host is awaiting a response.
#FN	6	a: This is for future expansion. Currently, the sub-version will always be returned as zero.
#FN	6	b: Unless this is changed by the user, the default value will be returned: either “AKAI S5000” or “AKAI S6000”. This is an alternative way of identifying samplers.
#FN	13	a: The number sent is 1 smaller than that set via the S5000/6000 front panel. i.e., numbers 1–128 shall be transmitted as 0–127.
#FN	13	b: The LFO Rate, Delay and Depth settings are only valid if the LFO is not synchronised to MIDI clock.
#FN	14	a: The number returned will always be 1 smaller than that set via the S5000/6000 front panel. i.e., numbers 1–128 will be transmitted as 0–127.
#FN	14	b: It is recommended that the number of Programs in memory is determined before this <Item> is requested so that the controlling computer knows in advance how much data it is expecting. Information for the Programs will be returned in the order in which they are stored in memory.
#FN	16	a: The number set is 1 smaller than that set via the S5000/6000 front panel. i.e., numbers 1–128 shall be transmitted as 0–127.
#FN	17	a: The number returned will always be 1 smaller than that set via the S5000/6000 front panel. i.e., numbers 1–128 will be transmitted as 0– 127.
#FN	17	b: It is recommended that the number of parts in the current multi is determined before this <Item> is requested so that the controlling computer knows in advance how much data it is expecting. Information for the parts will be returned in order, starting from Part 1.
#FN	17	c: It is recommended that the number of multis in memory is determined before this <Item> is requested so that the controlling computer knows in advance how much data it is expecting. Information for the multis will be returned in the order in which they are stored in memory.
#FN	20	a: If the currently selected disk is valid, a DONE message will be returned, otherwise an ERROR reply will be returned.
#FN	20	b: Before the number of disks is determined, the list of disks connected must have been updated. If this is not the case, the value returned will be invlaid.
#FN	20	c: When renaming a file, the file extension must not be appended to the new name, as this is automatically added.
#FN	20	d: Loading a file will load a multi, program, sample, or scenelist depending on the type of file supplied. Note that if the requested file has child files which it depends upon (e.g., a program’s children are the sample files it requires) then these child files will not be loaded automatically. To load child files automatically, another function must be used.
#FN	20	e: This operation ensures that all child files (e.g., the samples of a program, or the programs of a multi) are also loaded automatically.
#FN	21	a: It is recommended that the number of disks is determined before this <Item> is requested so that the controlling computer knows in advance how much data it is expecting.
#FN	21	b: It is recommended that the number of sub-folders is determined before this <Item> is requested so that the controlling computer knows in advance how many character strings it is expecting.
#FN	21	c: It is recommended that the number of files is determined before this <Item> is requested so that the controlling computer knows in advance how many character strings it is expecting.
#FN	30	a: These functions cause the data to be queued within the sampler, it does not wait until the data has been processed. Thus the DONE confirmation message simply confirms that the data has been queued, not processed. If the data is not queued successfully, an ERROR will be returned.
#FN	30	b: Only those keycodes defined in Table 31 should be used. Use of other values may lead to undefined behaviour.
